,true_category,predicted_category
42360,21,21
106744,10,10
108663,30,30
101296,25,25
39561,12,12
36249,8,8
112522,0,0
59847,6,7
63757,26,26
109027,13,13
34423,8,8
27709,1,8
55579,4,4
114318,4,4
67072,6,1
33463,26,26
121639,7,7
23791,4,4
35792,24,24
54011,3,4
32213,22,22
35668,4,4
108226,25,25
8913,4,4
42657,6,6
120696,23,23
52298,4,4
83032,10,10
2832,1,1
18353,4,4
103846,30,30
107415,3,3
15041,2,2
103222,0,0
54993,9,9
81874,4,4
1190,1,1
116059,19,19
76595,0,0
38124,4,4
111712,22,22
123832,24,24
73505,23,4
106663,4,4
71166,13,13
30414,8,8
32062,1,1
114414,10,10
64496,6,6
33450,1,1
123638,11,11
70193,13,14
107204,29,29
35467,26,26
40287,5,5
106440,12,25
11568,12,12
30223,8,1
76912,13,4
122734,13,13
40744,4,4
105954,4,4
23132,4,4
109220,9,9
109635,11,11
113538,10,10
77479,4,4
38663,9,9
8943,4,4
87431,25,25
83667,27,27
30025,24,24
61782,1,1
115143,1,1
14664,1,1
88570,4,4
64693,6,6
2357,4,4
101160,11,11
104319,1,1
66271,6,6
116740,10,10
68818,4,4
121369,22,1
22229,4,4
11554,4,4
116955,11,11
111495,8,8
83018,4,4
112834,4,4
29252,25,25
118477,25,25
36889,4,4
81963,4,4
8601,1,1
93520,20,20
58634,11,11
49763,9,9
5737,1,1
114177,1,1
18054,20,20
53115,26,26
17169,1,1
114655,8,8
47173,9,9
96459,0,0
17838,3,3
122539,11,11
48144,4,4
60327,25,25
107956,23,23
92956,29,29
94963,9,9
99350,30,30
43385,1,1
13166,1,1
74338,23,23
5422,10,10
68839,5,5
42784,4,4
108889,15,15
49065,4,4
72416,6,6
69570,4,4
91485,20,20
119663,4,4
69349,4,4
109102,22,1
58589,15,15
77943,4,4
95721,6,6
78729,3,3
15199,1,1
37231,16,16
13190,13,13
6779,6,6
34181,26,26
44313,4,4
26444,4,4
117323,4,4
35100,4,4
102614,16,16
86730,9,9
22017,10,10
54138,11,11
33244,8,1
47613,22,22
29305,26,26
39914,25,25
29363,14,14
77345,4,4
95618,4,4
50896,26,26
30275,4,4
35731,4,4
86771,16,16
21052,13,13
2999,13,13
38254,26,26
56518,4,4
106028,5,5
42802,4,4
103097,4,3
26871,8,8
10885,8,8
49925,4,4
76645,1,1
54674,4,4
35789,8,4
19886,4,4
48170,22,22
21449,1,1
97391,4,4
62760,26,26
3210,5,5
44705,23,23
80894,4,4
120393,0,0
27859,20,20
100433,16,16
3112,1,1
115061,28,4
50167,10,10
53180,7,7
83074,5,5
62794,4,25
84186,4,4
53660,3,3
18652,2,2
118457,3,3
95425,11,11
44034,0,0
63608,19,19
84951,1,1
11906,4,2
71105,4,4
19057,4,4
28167,13,13
26298,20,20
41837,4,4
2403,4,4
31125,21,21
121617,4,4
65362,4,25
11321,2,2
109303,16,16
37610,4,4
112687,28,28
96831,15,15
82661,23,23
47844,26,26
26785,8,22
29506,6,6
45560,4,4
104532,3,3
74895,1,1
79508,13,4
81891,4,4
114621,5,5
9924,4,4
70451,10,10
38932,26,26
111789,6,6
32782,25,4
47124,1,1
81031,16,16
7890,2,2
57763,4,4
13109,2,2
3016,4,4
57527,28,28
110049,25,20
59548,11,11
67677,4,4
9451,4,9
116746,28,28
1673,4,4
55843,6,6
58644,19,19
62868,7,7
16144,4,4
17933,25,25
115528,20,20
9694,2,2
12138,4,4
86132,15,15
17890,3,3
36319,3,3
101066,23,23
34011,13,13
70023,4,4
65811,6,6
5824,4,4
82438,1,1
37598,4,4
41545,23,4
116884,18,20
46957,4,4
18247,8,8
106175,4,4
96976,7,7
14399,20,7
49341,4,4
33918,4,4
76209,8,1
41438,4,4
12423,4,4
91636,1,1
118897,12,12
116771,25,25
71902,13,13
104462,6,6
40792,26,26
10723,6,6
38525,4,4
83618,1,1
88965,6,6
3483,8,8
100946,9,9
7653,10,10
16107,4,4
40417,4,4
48607,4,4
117384,24,24
68216,4,4
10259,10,10
122880,4,4
34147,4,4
87461,11,11
69512,4,4
113583,1,1
16801,4,4
8941,20,20
66208,9,9
83662,1,1
49609,4,4
40336,4,4
32931,4,4
120679,10,10
6729,4,4
119543,11,11
118006,23,23
43282,4,4
6651,10,10
22817,4,4
26577,6,6
20787,2,2
10570,20,20
40228,13,4
58229,4,4
7411,17,17
39608,4,4
27901,4,4
83665,8,1
49668,1,1
60443,7,7
83541,4,4
3313,4,4
80622,1,1
115563,11,11
29841,25,25
36588,4,4
106124,23,23
42526,26,26
19837,4,4
45755,8,8
96116,20,20
85281,25,25
19966,1,1
111138,24,24
60056,3,3
66410,4,4
22780,4,4
119453,4,4
19827,6,6
76122,10,10
923,13,13
119490,4,4
49799,4,4
55953,3,3
93174,11,11
66657,25,20
107269,11,11
66443,4,4
112458,7,7
39707,10,10
68757,9,9
73661,25,25
6755,1,1
65248,4,4
97395,4,4
85891,28,28
114169,18,18
41537,1,1
40886,18,18
104574,11,11
53110,8,8
41782,8,8
40848,25,25
80034,4,4
45634,13,4
67477,1,1
78721,4,4
110808,23,23
97587,28,4
65728,1,1
31277,4,4
21353,2,2
92972,11,11
53715,12,12
115569,11,11
104711,6,6
79954,4,4
93689,24,24
104104,3,4
121268,1,1
77040,14,14
41820,4,4
104469,1,1
17168,17,17
48483,8,8
8236,4,4
93296,1,1
43274,13,13
9682,1,1
77750,10,10
64420,25,25
55784,4,4
7740,4,4
58637,4,4
59620,6,6
30045,20,20
46934,13,13
2776,1,1
57116,4,4
101324,12,12
4689,1,1
77455,14,14
90087,4,4
108482,3,3
54539,4,4
11723,1,1
12662,24,24
121726,4,4
4941,6,6
100129,7,7
117587,3,3
47902,1,1
35103,1,1
37438,4,4
25691,4,4
69751,0,0
123274,29,4
68467,4,4
62169,4,4
16113,25,25
473,1,1
115568,23,23
71113,26,26
47854,4,4
77075,25,25
3904,4,4
77718,4,4
62728,21,21
95418,16,16
116083,30,30
52102,4,4
37313,1,1
81413,8,8
117918,11,4
35248,4,4
123009,29,29
42627,1,1
13670,7,7
97863,20,20
75668,8,8
45496,4,4
70748,26,26
96027,6,6
112095,4,4
59357,20,18
109667,7,7
39998,4,4
6241,10,10
6231,4,4
30204,4,9
81674,4,23
96709,4,4
28458,21,21
116636,23,23
9996,2,15
820,4,4
49927,4,4
36218,4,4
56933,6,6
15951,25,23
59110,4,1
114788,24,24
25985,26,26
118013,4,4
70242,14,14
110646,1,1
121595,3,10
2173,4,4
12479,4,4
54082,26,26
72945,4,4
122529,6,6
3253,4,4
10308,6,6
24040,6,6
42130,5,8
17779,1,1
103492,22,22
56701,4,4
92033,30,30
109352,11,11
42233,4,4
62836,10,4
122848,22,22
65386,16,16
73977,9,9
23476,4,4
24627,1,1
74214,13,13
23568,9,4
94189,11,11
119262,3,3
69255,4,4
115876,11,25
75435,15,15
13483,10,10
51708,3,3
55181,8,4
118244,16,16
48369,23,25
48000,26,26
79615,23,23
95356,8,8
4508,1,4
37166,26,26
45522,1,1
67572,25,25
58484,23,23
70127,13,13
71338,8,1
65335,7,7
40153,20,20
112839,8,8
82647,13,13
69873,1,1
53090,13,4
96610,25,25
65297,4,4
111166,24,24
32810,1,4
8295,1,1
19778,22,22
122099,10,10
66183,1,1
101277,1,1
86325,11,11
19766,6,6
51554,9,9
36278,4,4
44197,10,10
49687,9,9
54168,4,4
89636,1,1
119575,8,7
113207,25,25
41436,16,16
4770,6,6
121357,9,9
122065,19,19
29536,8,8
60367,25,25
77342,21,21
85518,19,19
62250,5,4
74380,7,7
24244,23,23
111331,9,9
116990,28,25
121895,28,28
106736,4,4
87868,3,3
24477,2,2
2771,4,4
90305,18,18
34525,4,4
4197,4,4
119547,4,4
40835,1,1
1866,9,9
93760,11,11
69251,4,4
101740,5,5
114848,3,25
514,6,6
102199,13,13
109605,12,20
115735,10,10
55325,20,20
114427,1,1
33021,1,1
95337,22,22
46846,4,4
124139,9,9
103599,11,11
53845,4,4
63527,5,5
58578,6,1
118361,24,24
100059,11,11
18938,25,4
100310,1,1
54430,1,1
26938,4,4
69097,0,0
97791,4,4
94394,1,1
124646,7,7
90015,28,15
5396,1,1
58111,26,2
86918,4,4
73577,1,1
1273,9,4
8205,4,4
117130,24,24
4244,1,1
74533,1,1
112477,28,28
20549,4,4
91477,4,4
113542,3,3
36209,20,20
91289,11,11
42490,4,4
1879,4,4
4007,1,1
75887,4,4
60081,4,4
62578,0,0
21908,2,4
115348,29,29
88100,20,20
2742,4,4
99411,30,30
10049,5,5
95541,28,28
104880,15,15
94706,30,30
99033,13,13
114241,7,7
81329,13,13
71391,5,5
74529,20,20
96374,7,7
107255,11,11
68662,10,10
64804,9,9
34135,4,4
8479,2,4
29618,26,26
2996,1,1
9801,4,4
71415,13,13
60228,4,4
97227,4,4
69237,27,27
56740,4,4
62902,1,1
70317,12,12
94029,4,6
84143,1,1
20741,14,14
3395,1,1
37012,9,9
29037,6,6
121487,30,30
123608,23,23
56641,4,4
88338,4,4
111181,23,23
106860,6,1
100172,10,10
34960,4,4
40340,5,5
70614,16,16
35943,7,4
86553,4,4
21197,4,4
80657,1,1
58646,22,22
78297,9,9
102301,1,1
45931,5,5
105658,24,24
85459,27,27
33607,1,1
103628,7,7
31762,12,12
110726,3,3
117566,11,4
7768,13,13
49315,1,1
103989,25,25
16404,6,0
118958,9,9
95004,8,8
95715,11,25
81128,0,0
42441,26,26
61511,4,4
109656,4,26
3584,4,4
91554,30,30
62359,4,4
58340,10,10
21884,20,20
56362,17,17
76053,27,27
25980,20,20
96361,4,4
68229,6,6
14186,25,25
29807,1,1
95439,8,20
58970,10,10
102885,1,1
107834,4,4
45035,4,4
38572,1,1
30200,4,4
6059,1,1
27721,4,4
65905,0,0
79898,10,10
115824,0,0
29649,4,4
73810,24,24
21103,2,2
144,2,2
93111,11,11
113482,7,7
108733,4,4
58768,13,13
82827,4,4
99776,25,25
104018,15,15
60111,25,25
76938,6,6
110024,19,19
97200,8,8
107354,12,12
2367,1,1
13779,4,4
6151,4,4
95536,12,12
86531,0,0
21371,2,2
112225,25,25
63631,4,4
17090,22,22
10053,25,25
21437,0,0
50056,26,26
8773,9,9
79657,10,10
43716,5,5
18539,4,4
114013,5,5
98982,24,24
15825,4,4
24080,4,4
119429,8,8
39485,4,4
45069,6,1
11293,13,4
71582,4,4
3570,1,8
62557,4,4
3473,4,4
107650,12,12
3522,1,9
84180,4,4
63407,16,16
45719,4,4
26846,26,4
30272,20,20
102541,28,28
50196,20,20
48184,9,9
44418,4,4
69279,4,4
48618,4,4
50080,20,20
63216,16,16
53588,19,19
124673,4,4
116820,30,30
49090,27,27
8970,1,1
108881,10,10
43068,15,15
6936,4,4
71414,0,0
84115,1,1
74117,13,13
18838,4,4
88882,29,29
52126,21,21
49333,25,25
12275,4,4
78795,0,0
22058,2,26
28771,4,4
85763,7,7
80204,23,23
85628,8,4
38978,21,21
93372,25,25
83419,1,1
113024,4,4
65730,23,23
113192,28,4
8686,1,1
19660,25,25
32108,25,25
47439,4,4
47268,4,4
18828,2,2
63579,26,26
82149,26,28
30812,4,4
115421,11,25
64883,16,16
61283,4,4
118511,25,25
77121,4,4
2006,5,5
31638,4,4
47432,1,1
48467,25,25
72143,4,4
54773,21,21
111392,4,4
54768,1,1
95372,1,1
35642,1,1
72057,1,1
18598,4,4
41557,4,4
114335,7,7
116977,22,22
35054,4,4
47799,6,6
99346,25,25
39391,17,17
52007,0,0
19339,3,3
117976,1,1
48593,22,22
86032,26,26
67108,4,4
7878,4,4
11535,1,1
87279,4,4
8063,4,4
108958,4,4
35834,4,4
81639,1,4
106048,9,9
73113,5,5
120803,9,9
91001,16,16
81600,1,8
38040,1,1
4604,13,13
108153,20,20
121919,13,13
68330,0,0
96641,25,25
16183,4,4
6924,6,6
54286,21,21
68074,14,14
27811,4,4
65655,4,4
3690,4,4
77829,19,19
98255,25,25
13656,4,4
108600,25,25
107523,4,4
103380,9,9
60597,4,4
24141,4,4
15245,23,23
77133,1,1
43818,20,20
58834,1,1
108123,27,27
39747,4,4
118468,29,29
64083,4,4
79179,4,4
74151,23,23
50487,4,4
27480,4,4
7794,4,4
101879,30,30
89249,4,4
113680,4,4
73536,27,27
43867,4,4
57903,22,22
47166,4,4
22946,4,4
22006,4,4
42093,23,23
123545,20,20
1108,4,4
79075,26,26
50136,10,10
7108,16,16
90334,0,4
115380,28,28
29163,26,26
18490,4,4
13038,4,4
26217,4,4
37398,13,4
106050,8,8
73941,5,4
95100,11,11
15337,4,4
21486,6,6
54108,25,25
161,6,0
32452,22,22
31873,8,8
10026,7,7
67634,4,4
89556,13,13
80595,9,9
77663,6,6
80592,1,1
29368,4,4
31988,4,4
99179,29,29
83410,26,4
10489,4,4
62198,27,27
20677,4,4
77873,4,4
76578,9,9
6362,9,9
24803,4,4
17240,9,9
117293,7,7
6313,1,1
100954,4,4
59419,26,20
90708,30,30
61641,1,1
56877,11,11
115694,25,25
37114,6,6
60762,15,15
40749,5,5
89383,4,28
83664,4,4
115063,4,4
54179,21,9
14827,4,4
71489,21,21
12435,4,4
83862,13,13
72612,14,14
23025,7,4
88103,8,8
20796,7,7
75372,9,4
55335,1,20
56013,9,9
81142,4,4
85911,22,22
94070,30,30
12172,4,4
39831,4,9
64728,1,1
6219,10,10
54311,26,26
32993,20,20
56870,4,4
30843,24,24
26031,25,25
47706,4,4
111412,10,10
87890,4,4
33191,25,25
6666,1,1
45398,10,10
45882,4,4
57833,1,1
32159,1,1
86729,20,20
81284,5,5
98464,3,10
73639,4,4
53779,25,25
70630,7,7
115863,11,11
37754,14,14
45736,4,4
58300,23,23
96415,22,22
102041,3,3
3635,1,1
117198,28,4
69303,22,22
113576,11,11
25716,2,2
52144,4,4
84702,9,9
2579,4,4
124298,4,4
119399,11,11
110722,11,4
23028,2,2
40367,14,14
26717,4,4
32188,5,1
66316,26,26
35551,22,22
65686,25,25
26840,9,9
93774,1,1
118326,10,10
121838,10,4
117924,4,4
59578,4,4
55281,4,4
16606,25,25
48986,8,8
6322,4,4
89842,19,19
80177,4,4
67461,4,4
48684,4,4
49758,1,1
65009,19,19
34192,1,1
49074,4,4
39557,12,12
44668,4,12
52803,15,15
27988,20,20
9985,4,4
60680,4,4
32339,8,1
87223,4,4
62330,26,26
60446,14,4
91927,3,25
9774,16,16
33751,26,26
75958,25,4
120415,5,5
26459,13,4
23643,2,2
103635,20,20
86977,7,25
44709,5,5
53519,4,4
117163,25,4
40444,20,20
79645,1,1
83612,8,8
116002,16,16
56841,9,9
75636,8,8
12400,4,4
111716,9,9
67408,4,4
1463,4,4
85142,8,8
54474,27,27
57809,11,11
87355,11,11
5671,4,4
81817,5,5
9624,4,4
4988,17,17
32631,13,13
124631,19,19
32198,1,1
67705,4,4
36482,4,4
32633,1,1
23044,2,26
1441,1,1
34180,4,4
31997,1,1
75258,10,10
83478,9,9
76258,11,11
34491,22,22
20356,1,1
28881,1,1
43157,8,8
23632,4,4
93702,7,7
110705,7,7
16969,22,22
98362,25,7
49644,4,4
97598,8,4
107199,11,11
92865,29,29
29926,22,22
58181,26,26
36242,4,4
74480,4,4
85912,1,1
102090,4,4
91838,20,20
80498,25,25
32444,4,4
20902,3,3
71816,1,1
3587,6,6
62152,4,4
48399,23,23
87162,1,1
79592,4,4
2731,8,8
4230,7,7
71768,4,4
117529,23,23
124503,13,13
97089,28,28
99967,24,24
79585,5,5
108648,25,25
97826,11,11
96542,19,19
52548,9,9
62838,3,3
32809,4,4
46631,25,25
55226,0,0
39085,3,3
29298,21,21
19716,4,4
85788,21,21
91711,4,4
16443,4,4
110509,24,24
107862,28,28
55539,23,23
119540,4,4
28326,4,4
13361,1,1
41491,4,4
6702,1,1
101905,3,3
70329,1,1
121748,7,7
68016,29,29
90792,4,4
1714,6,6
92151,4,6
43711,24,24
97433,9,9
99314,9,9
108013,7,7
75492,4,4
5467,4,4
104080,4,4
36508,4,4
123265,10,10
122287,30,30
74751,26,26
37042,4,4
15304,18,18
46735,4,4
101961,7,25
123442,25,25
42295,4,4
119850,23,23
81020,4,4
101417,4,4
6093,11,4
25889,6,19
1343,3,11
44468,21,21
82700,14,14
95857,15,15
25997,7,7
82261,6,4
11733,8,8
84410,4,4
98168,12,12
61298,17,17
110720,30,22
118582,4,4
13577,4,4
2547,4,4
88729,0,0
110869,24,24
16949,25,25
78457,4,4
48976,7,7
52517,4,4
63341,14,14
114315,16,16
49721,7,7
28097,4,4
78241,1,1
26443,25,25
113298,30,30
33648,4,4
45709,4,8
23692,4,4
78866,25,25
25643,6,20
61796,4,4
20993,17,1
84569,1,1
52631,6,6
37779,1,1
101626,7,7
75685,4,4
87661,3,25
108898,23,23
100935,15,15
17018,18,18
26621,26,26
10405,4,4
104287,1,1
24676,4,4
92061,15,15
47450,0,0
31326,17,17
68782,11,11
90953,23,4
26694,6,6
83603,5,5
68443,21,21
60292,25,25
80008,27,27
47464,8,8
94050,20,20
67014,19,19
89130,8,8
76880,8,8
71182,13,13
8229,4,4
92820,15,15
86015,8,8
31451,8,8
43986,25,4
105298,3,3
101355,25,25
24893,12,12
1143,6,6
46198,4,4
62616,0,0
42764,26,26
116793,1,1
42856,8,4
107167,4,4
18588,24,24
100682,29,22
71671,4,4
85710,25,25
79147,4,4
27750,1,1
32475,4,4
85949,4,4
56054,4,4
34991,1,1
81528,9,9
64528,1,1
3517,1,1
85660,6,6
97667,20,20
55410,17,4
3299,4,4
69488,4,4
78390,5,5
63481,6,6
31768,26,26
73587,5,5
91974,11,11
41937,4,4
122408,10,10
9235,7,7
43144,4,4
115070,19,19
39106,20,1
10218,4,4
28286,7,1
70876,6,6
13563,4,4
79945,4,4
27753,4,4
50043,1,1
108160,25,25
77378,8,8
57192,6,6
78168,4,4
49413,1,1
115264,4,28
114380,24,24
43621,24,24
120209,15,15
71734,22,22
114633,12,12
37922,4,4
59933,4,4
48126,10,10
78801,25,25
67999,4,4
123499,7,7
61911,4,4
55524,4,4
110916,4,4
41570,12,12
114923,16,16
79861,1,1
28717,7,7
97271,13,13
41608,11,11
73022,7,6
44892,4,4
90756,25,25
30647,4,4
65706,20,20
71258,10,10
105321,23,23
62133,8,8
121366,25,25
102070,4,4
16210,18,18
83246,5,5
69913,23,4
47991,11,11
38376,4,4
75585,5,10
26839,18,18
56311,1,1
16391,4,4
80283,14,14
9101,22,22
43806,4,4
106795,20,20
58223,7,7
90881,0,0
113407,11,11
119647,25,25
101492,28,28
85652,1,1
66218,7,7
12584,25,25
73151,10,10
103130,1,1
11257,1,4
27971,8,4
27078,4,7
74262,20,20
112772,25,25
85393,4,4
82682,13,13
45071,5,5
18844,4,4
41068,9,9
61361,3,3
46605,21,1
12789,4,4
32565,4,4
23213,4,4
12482,1,1
62264,4,4
27850,26,15
19527,20,8
47714,4,4
120747,1,1
621,4,4
24506,4,4
6194,20,20
29753,15,15
53936,4,4
84838,0,0
40559,4,4
33674,22,22
65163,4,4
98792,13,13
121000,29,29
80216,4,19
105413,22,22
7600,4,4
17164,11,11
122008,16,16
64257,26,26
104380,8,11
105205,30,30
89717,28,28
55440,20,20
64431,0,0
112207,27,27
52570,1,1
122311,23,1
55213,4,4
22296,1,1
52015,4,4
68561,4,4
79502,1,1
49077,5,5
87485,1,1
110649,0,0
28815,3,3
78013,4,4
32722,4,4
56421,3,3
24445,3,3
13995,2,2
115732,28,28
1923,4,4
23879,4,4
80917,26,26
107382,25,25
53398,6,6
62312,4,4
86469,10,10
110791,10,10
49234,1,1
17411,23,23
89090,16,1
16305,4,4
44065,8,1
89415,9,9
34751,8,8
58379,23,23
40590,5,5
58375,4,4
31123,26,26
56789,4,4
72482,19,19
124899,1,1
109930,25,25
58109,26,26
94087,7,7
10838,7,7
110473,11,11
72376,3,4
119023,8,1
111922,25,25
94762,4,4
5134,10,10
48965,4,4
89421,19,19
31539,13,13
11643,4,4
13083,4,4
95772,25,25
67193,24,24
75482,4,4
88575,29,29
15138,13,13
8619,23,23
101801,30,30
100094,25,25
95039,19,19
124477,3,3
6046,1,1
85719,7,7
24157,21,21
119592,30,30
11791,4,4
103452,25,25
75682,4,4
112100,0,4
80424,13,13
88763,28,4
56405,1,1
17364,1,1
2129,11,11
91413,19,25
41884,8,8
98004,4,4
39962,20,20
87660,6,6
102637,6,6
62795,25,25
45914,8,8
84362,4,4
40815,5,5
83366,4,4
28674,4,4
26821,4,4
66632,4,4
41127,0,0
109699,9,9
14098,4,4
73270,16,16
109113,13,13
948,1,1
18928,2,2
19447,4,4
93999,28,28
79219,22,22
9945,4,4
97160,15,15
39668,4,4
4751,4,4
48711,26,26
112731,25,25
3319,1,1
82342,8,8
106432,28,28
37373,4,4
24775,4,4
48309,16,16
9600,0,0
13684,0,0
6578,1,1
20748,12,12
77927,6,6
99709,29,29
69250,4,4
18437,1,1
50735,11,11
4040,4,4
53376,26,26
73317,14,14
20370,1,1
96644,20,7
26566,8,8
91204,1,1
35637,9,1
45867,4,4
120088,22,22
43521,4,26
112380,6,6
28661,17,17
110347,1,1
3565,4,4
40049,4,1
68032,22,22
74685,1,1
62354,27,27
5314,1,1
94787,3,3
41797,21,21
47961,8,8
120230,25,25
35134,4,4
81247,6,6
37022,1,1
120428,25,25
29102,4,4
103690,11,11
68343,4,4
5705,9,9
73070,4,4
19775,4,4
61172,14,14
36905,1,1
67739,16,16
26882,4,4
105261,22,22
20206,4,4
52860,4,4
124975,3,3
17289,2,2
68471,4,4
8409,6,6
13804,4,4
85402,4,4
98341,23,23
35957,23,23
92709,11,11
23420,4,4
93941,25,25
116662,11,11
106446,28,4
2136,4,4
75860,1,1
70319,8,8
88032,12,12
88411,25,25
25918,4,4
112143,1,1
46513,1,1
78732,20,20
17555,4,4
32673,4,4
5145,4,4
39741,7,7
10824,4,4
11118,8,8
28938,4,4
26647,18,18
46817,4,4
24095,2,2
55834,4,4
41696,4,4
25508,2,2
61222,4,4
40040,3,3
49751,1,1
102825,28,28
31744,6,4
23355,4,4
77212,30,30
102343,8,1
19007,1,1
91591,19,19
116668,13,4
65797,1,1
67682,4,4
33671,4,4
72389,4,4
96977,29,29
99367,13,13
50367,21,21
34418,1,1
24052,4,4
117090,28,28
24035,2,2
73337,19,19
84053,15,15
16540,11,11
14044,1,1
121109,9,9
74902,4,4
65051,14,14
106123,25,25
49435,1,1
21273,1,1
36733,1,1
86930,7,7
12972,4,4
31062,27,27
73625,6,6
59374,4,4
63072,23,23
120327,23,23
112468,1,1
27469,23,23
24186,11,11
77444,25,25
33225,10,4
4287,4,4
57646,14,14
80783,4,4
105223,29,29
90326,1,1
65505,19,19
115370,12,12
100576,11,11
93638,9,9
54903,4,4
11307,6,6
79869,4,4
76565,1,1
100208,4,4
91105,25,25
9645,4,4
121463,6,6
49078,4,4
28237,4,4
63377,4,4
37360,1,1
69408,11,11
68430,11,11
36987,11,11
103249,4,4
116692,9,9
63065,24,24
39910,5,5
82808,4,4
72820,4,1
116604,5,5
60260,4,4
73139,10,10
109853,25,25
55933,8,1
35760,26,26
18664,1,1
12642,20,20
24697,4,4
120633,20,20
51669,24,24
25291,4,4
50965,4,4
72732,0,0
28017,1,1
95643,1,1
35479,1,1
54190,26,26
32184,25,4
51668,4,4
31144,4,4
93958,25,25
4058,1,1
49784,23,23
42978,4,4
5864,8,8
91946,24,24
90993,1,1
75296,8,8
27923,4,4
122954,23,23
36732,22,22
55886,26,26
69009,1,1
115448,24,24
11547,22,22
1549,4,4
57452,23,23
55288,4,4
93600,20,18
8183,0,0
88140,11,11
82498,0,0
88806,13,13
42419,1,1
97875,0,4
92654,25,25
49419,1,1
98803,4,4
119601,23,23
83223,10,10
124563,11,24
17213,4,4
25687,1,1
87348,4,4
78495,15,15
93210,10,10
101137,0,0
92572,4,4
13535,13,13
44913,20,20
68091,24,24
87664,23,23
62833,4,4
96065,4,11
23288,4,4
66595,15,15
21589,4,4
2324,4,4
111319,17,4
24348,9,9
41678,3,3
74511,7,13
85531,14,14
38530,23,23
2201,4,4
119405,30,30
100530,16,16
75102,1,1
89809,20,5
58772,20,4
12346,4,4
44061,6,6
476,1,1
58273,4,4
40625,1,1
50114,1,1
9602,4,25
56576,1,1
7340,4,4
81505,1,1
35119,26,15
96660,19,19
9900,1,1
20352,26,26
62769,15,15
77412,4,4
23971,9,9
14086,20,20
90372,25,25
120835,25,25
27021,4,4
52568,1,1
27972,4,4
56737,4,4
1764,1,1
112802,20,20
72985,5,1
12622,13,13
9842,10,10
52111,26,26
93266,4,4
43149,4,4
79007,1,1
32215,4,4
47797,4,4
112129,11,11
43907,12,12
59953,1,1
42570,12,12
13371,4,4
78360,1,1
77289,7,7
35373,26,26
33255,20,20
101410,30,30
48252,25,25
118778,5,5
101903,11,11
69186,1,1
8551,1,1
47230,15,15
86926,20,20
121143,25,25
73178,4,4
63267,26,4
12739,8,8
79081,25,25
33068,8,4
124524,25,25
12440,4,4
62611,14,14
46958,20,20
9093,4,4
76172,4,4
457,8,8
55622,25,25
22048,4,4
110341,3,3
119344,5,5
105191,8,25
30811,1,1
51608,26,26
52013,10,10
36835,9,9
25770,4,4
36100,4,4
71790,1,1
112517,28,28
116019,3,3
32134,0,0
49445,26,26
14051,7,7
23657,25,25
44152,4,4
75099,4,4
121373,16,16
120409,12,12
51680,24,24
37601,9,9
1390,2,2
79728,15,15
46395,4,4
32166,0,0
74502,15,15
44376,10,10
119659,25,25
57543,13,13
119238,15,15
81005,5,5
90931,24,24
72814,25,25
96331,0,0
74351,6,6
62436,22,22
27985,26,26
5359,10,10
57484,10,10
88334,3,3
5711,4,4
63809,14,14
94798,23,23
115086,22,22
9462,20,20
25894,3,3
18843,4,4
16426,25,25
102357,25,25
74810,17,17
17599,20,20
108335,1,1
39262,4,23
86179,25,25
122535,13,13
9548,4,4
92807,9,9
36885,4,4
42947,0,0
71084,16,16
72456,21,21
23451,4,4
34089,17,17
62967,4,4
101340,28,28
91437,1,1
112825,13,13
85440,25,25
118279,11,11
23745,2,26
87650,30,30
142,5,5
13600,4,4
101149,28,28
34251,4,4
116263,15,15
20921,9,4
9249,1,1
4608,4,4
52303,1,1
53299,4,4
23526,3,3
57488,9,9
32220,12,12
81836,13,13
85976,20,20
11124,2,2
15153,8,8
45651,4,4
117617,13,13
61605,1,1
54949,10,10
70225,19,19
33806,4,4
99049,3,25
97960,7,25
29071,21,21
46338,4,10
47527,4,4
58011,24,24
112738,25,25
101236,11,11
39421,26,26
3461,4,4
5581,6,9
122903,18,18
4738,4,4
80476,22,4
21396,1,1
97650,25,25
38070,26,26
25149,6,7
79412,4,4
21701,9,9
39227,26,26
32754,1,1
26136,22,22
70287,4,4
118742,11,11
47021,11,11
100612,19,19
44207,9,9
55838,9,9
105867,4,4
10383,4,4
55274,27,27
72675,10,10
105852,4,4
47228,20,20
42921,4,4
83972,4,4
6361,4,4
98041,6,6
84279,4,4
40773,17,17
123554,23,23
58331,27,27
120945,13,13
91247,11,11
93437,7,25
107282,25,25
11619,4,4
91175,3,3
96272,4,4
71928,4,4
94564,25,25
68221,1,1
113586,4,4
11336,4,4
82371,4,4
124626,30,30
44847,0,0
118119,6,6
13260,9,9
109755,7,7
57401,4,4
94766,12,12
96425,5,5
74653,5,5
25397,20,20
69316,13,13
15314,22,22
79328,4,4
104529,28,28
41406,24,24
40951,4,4
79221,5,5
70804,4,4
37614,4,4
2394,4,4
64101,8,8
26860,26,26
66109,16,16
115616,20,20
94175,12,12
54899,4,4
27054,4,4
24746,2,2
82377,5,5
25662,4,4
56566,9,9
55727,11,11
20097,22,22
117083,0,0
105560,9,9
41254,4,4
60082,13,13
120666,7,7
95552,11,11
94623,3,11
20260,1,1
115597,15,15
107705,1,1
43362,8,1
101758,25,25
53930,27,27
29848,1,1
34796,4,4
32473,24,24
102860,28,28
67900,22,22
124973,28,28
51075,27,27
