,true_category,predicted_category
18554,4,4
76283,4,4
86521,4,4
1870,4,4
18625,7,4
3381,4,4
21914,4,4
29313,15,4
81205,10,4
31567,4,4
92089,1,1
24251,15,4
39213,4,4
64329,4,4
118134,1,1
88953,1,1
52109,26,4
69544,25,25
72826,4,4
96729,20,4
105694,4,4
27401,4,4
99360,11,4
41821,4,4
81349,9,4
97602,3,4
49809,26,4
3833,4,4
109400,29,4
3073,7,4
77361,14,4
5701,4,4
2544,1,1
4877,4,4
108705,4,4
50835,21,1
100508,9,4
75817,25,4
95171,4,4
78783,1,1
14960,4,4
121696,3,4
66281,4,4
51650,4,4
11269,13,4
52514,4,4
114508,15,4
99972,15,4
96858,1,1
101267,8,4
47944,4,4
121760,1,1
117113,1,1
95783,30,4
25680,6,4
22889,6,4
81699,11,4
48818,28,4
86474,1,1
119363,13,4
37486,7,4
36165,4,4
91439,23,4
6398,4,4
37028,4,4
119488,15,4
45835,1,1
18063,1,1
118131,1,1
74720,26,4
99035,20,4
69886,23,4
52002,0,4
31773,9,4
65286,22,1
111240,4,4
14805,1,4
82795,12,4
100770,1,1
72011,21,4
3056,4,4
68360,22,1
110732,25,25
42360,21,4
106744,10,4
108663,30,4
101296,25,4
39561,12,4
36249,8,4
112522,0,4
59847,6,4
63757,26,4
109027,13,4
34423,8,1
27709,1,1
55579,4,4
114318,4,4
67072,6,1
33463,26,4
121639,7,4
23791,4,4
35792,24,4
54011,3,4
32213,22,4
35668,4,4
108226,25,4
8913,4,4
42657,6,4
120696,23,4
52298,4,4
83032,10,1
2832,1,1
18353,4,4
103846,30,1
107415,3,4
15041,2,4
103222,0,4
54993,9,4
81874,4,4
1190,1,4
116059,19,4
76595,0,0
38124,4,4
111712,22,4
123832,24,4
73505,23,4
106663,4,4
71166,13,4
30414,8,4
32062,1,1
114414,10,1
64496,6,4
33450,1,1
123638,11,4
70193,13,4
107204,29,4
35467,26,4
40287,5,4
106440,12,4
11568,12,4
30223,8,1
76912,13,4
122734,13,4
40744,4,4
105954,4,4
23132,4,4
109220,9,4
109635,11,4
113538,10,1
77479,4,4
38663,9,1
8943,4,4
87431,25,4
83667,27,4
30025,24,4
61782,1,1
115143,1,1
14664,1,4
88570,4,4
64693,6,1
2357,4,4
101160,11,4
104319,1,1
66271,6,1
116740,10,4
68818,4,4
121369,22,1
22229,4,4
11554,4,4
116955,11,4
111495,8,4
83018,4,4
112834,4,4
29252,25,4
118477,25,4
36889,4,4
81963,4,4
8601,1,1
93520,20,4
58634,11,4
49763,9,4
5737,1,1
114177,1,1
18054,20,4
53115,26,4
17169,1,1
114655,8,4
47173,9,4
96459,0,4
17838,3,4
122539,11,4
48144,4,4
60327,25,4
107956,23,4
92956,29,4
94963,9,4
99350,30,1
43385,1,1
13166,1,4
74338,23,4
5422,10,4
68839,5,4
42784,4,4
108889,15,4
49065,4,4
72416,6,4
69570,4,4
91485,20,4
119663,4,4
69349,4,4
109102,22,1
58589,15,4
77943,4,4
95721,6,1
78729,3,4
15199,1,4
37231,16,4
13190,13,4
6779,6,4
34181,26,4
44313,4,4
26444,4,4
117323,4,4
35100,4,4
102614,16,4
86730,9,4
22017,10,4
54138,11,4
33244,8,1
47613,22,1
29305,26,4
39914,25,4
29363,14,4
77345,4,4
95618,4,4
50896,26,4
30275,4,4
35731,4,4
86771,16,4
21052,13,4
2999,13,4
38254,26,4
56518,4,4
106028,5,4
42802,4,4
103097,4,4
26871,8,4
10885,8,4
49925,4,4
76645,1,1
54674,4,4
35789,8,4
19886,4,4
48170,22,4
21449,1,1
97391,4,4
62760,26,4
3210,5,4
44705,23,4
80894,4,4
120393,0,4
27859,20,4
100433,16,4
3112,1,4
115061,28,4
50167,10,4
53180,7,4
83074,5,4
62794,4,4
84186,4,4
53660,3,4
18652,2,4
118457,3,4
95425,11,4
44034,0,4
63608,19,4
84951,1,4
11906,4,4
71105,4,4
19057,4,4
28167,13,4
26298,20,4
41837,4,4
2403,4,4
31125,21,4
121617,4,4
65362,4,4
11321,2,4
109303,16,4
37610,4,4
112687,28,4
96831,15,4
82661,23,4
47844,26,4
26785,8,4
29506,6,4
45560,4,4
104532,3,4
74895,1,4
79508,13,4
81891,4,4
114621,5,4
9924,4,4
70451,10,4
38932,26,4
111789,6,1
32782,25,4
47124,1,1
81031,16,4
7890,2,4
57763,4,4
13109,2,4
3016,4,4
57527,28,4
110049,25,4
59548,11,4
67677,4,4
9451,4,4
116746,28,4
1673,4,4
55843,6,4
58644,19,4
62868,7,4
16144,4,4
17933,25,4
115528,20,4
9694,2,4
12138,4,4
86132,15,4
17890,3,4
36319,3,4
101066,23,4
34011,13,4
70023,4,4
65811,6,1
5824,4,4
82438,1,1
37598,4,4
41545,23,4
116884,18,4
46957,4,4
18247,8,4
106175,4,4
96976,7,4
14399,20,4
49341,4,4
33918,4,4
76209,8,1
41438,4,4
12423,4,4
91636,1,4
118897,12,4
116771,25,4
71902,13,4
104462,6,4
40792,26,4
10723,6,1
38525,4,4
83618,1,1
88965,6,4
3483,8,4
100946,9,4
7653,10,4
16107,4,4
40417,4,4
48607,4,4
117384,24,4
68216,4,4
10259,10,4
122880,4,4
34147,4,4
87461,11,4
69512,4,4
113583,1,1
16801,4,4
8941,20,4
66208,9,4
83662,1,1
49609,4,4
40336,4,4
32931,4,4
120679,10,4
6729,4,4
119543,11,4
118006,23,4
43282,4,4
6651,10,4
22817,4,4
26577,6,1
20787,2,4
10570,20,4
40228,13,4
58229,4,4
7411,17,1
39608,4,4
27901,4,4
83665,8,4
49668,1,1
60443,7,1
83541,4,4
3313,4,4
80622,1,1
115563,11,4
29841,25,4
36588,4,4
106124,23,4
42526,26,4
19837,4,4
45755,8,4
96116,20,4
85281,25,4
19966,1,4
111138,24,4
60056,3,4
66410,4,4
22780,4,4
119453,4,4
19827,6,4
76122,10,4
923,13,4
119490,4,4
49799,4,4
55953,3,4
93174,11,4
66657,25,4
107269,11,4
66443,4,4
112458,7,4
39707,10,4
68757,9,4
73661,25,4
6755,1,1
65248,4,4
97395,4,4
85891,28,4
114169,18,4
41537,1,4
40886,18,4
104574,11,4
53110,8,4
41782,8,4
40848,25,4
80034,4,4
45634,13,4
67477,1,1
78721,4,4
110808,23,4
97587,28,4
65728,1,4
31277,4,4
21353,2,4
92972,11,4
53715,12,1
115569,11,4
104711,6,4
79954,4,4
93689,24,4
104104,3,4
121268,1,4
77040,14,4
41820,4,4
104469,1,4
17168,17,4
48483,8,4
8236,4,4
93296,1,4
43274,13,4
9682,1,4
77750,10,4
64420,25,4
55784,4,4
7740,4,4
58637,4,4
59620,6,4
30045,20,4
46934,13,4
2776,1,4
57116,4,4
101324,12,4
4689,1,1
77455,14,1
90087,4,4
108482,3,1
54539,4,4
11723,1,4
12662,24,4
121726,4,4
4941,6,4
100129,7,4
117587,3,4
47902,1,1
35103,1,1
37438,4,4
25691,4,4
69751,0,4
123274,29,4
68467,4,4
62169,4,4
16113,25,4
473,1,1
115568,23,4
71113,26,4
47854,4,4
77075,25,4
3904,4,4
77718,4,4
62728,21,4
95418,16,4
116083,30,4
52102,4,4
37313,1,1
81413,8,1
117918,11,4
35248,4,4
123009,29,4
42627,1,4
13670,7,7
97863,20,4
75668,8,4
45496,4,4
70748,26,4
96027,6,4
112095,4,4
59357,20,4
109667,7,4
39998,4,4
6241,10,4
6231,4,4
30204,4,4
81674,4,4
96709,4,4
28458,21,4
116636,23,4
9996,2,4
820,4,4
49927,4,4
36218,4,4
56933,6,4
15951,25,4
59110,4,4
114788,24,4
25985,26,4
118013,4,4
70242,14,4
110646,1,1
121595,3,4
2173,4,4
12479,4,4
54082,26,4
72945,4,4
122529,6,4
3253,4,4
10308,6,4
24040,6,4
42130,5,4
17779,1,4
103492,22,1
56701,4,4
92033,30,4
109352,11,4
42233,4,4
62836,10,4
122848,22,1
65386,16,4
73977,9,4
23476,4,4
24627,1,1
74214,13,4
23568,9,4
94189,11,4
119262,3,4
69255,4,4
115876,11,4
75435,15,4
13483,10,1
51708,3,4
55181,8,4
118244,16,4
48369,23,4
48000,26,4
79615,23,4
95356,8,1
4508,1,4
37166,26,4
45522,1,1
67572,25,4
58484,23,4
70127,13,4
71338,8,1
65335,7,4
40153,20,4
112839,8,4
82647,13,4
69873,1,1
53090,13,4
96610,25,4
65297,4,4
111166,24,4
32810,1,4
8295,1,4
19778,22,1
122099,10,4
66183,1,1
101277,1,4
86325,11,4
19766,6,4
51554,9,1
36278,4,4
44197,10,4
49687,9,4
54168,4,4
89636,1,1
119575,8,4
113207,25,4
41436,16,4
4770,6,1
121357,9,4
122065,19,4
29536,8,4
60367,25,25
77342,21,4
85518,19,4
62250,5,4
74380,7,4
24244,23,4
111331,9,4
116990,28,4
121895,28,4
106736,4,4
87868,3,4
24477,2,4
2771,4,4
90305,18,4
34525,4,4
4197,4,4
119547,4,4
40835,1,1
1866,9,1
93760,11,4
69251,4,4
101740,5,4
114848,3,4
514,6,1
102199,13,1
109605,12,4
115735,10,4
55325,20,4
114427,1,4
33021,1,1
95337,22,1
46846,4,4
124139,9,4
103599,11,4
53845,4,4
63527,5,4
58578,6,1
118361,24,4
100059,11,4
18938,25,4
100310,1,1
54430,1,1
26938,4,4
69097,0,4
97791,4,4
94394,1,1
124646,7,4
90015,28,4
5396,1,4
58111,26,4
86918,4,4
73577,1,4
1273,9,4
8205,4,4
117130,24,4
4244,1,1
74533,1,1
112477,28,4
20549,4,4
91477,4,4
113542,3,4
36209,20,1
91289,11,4
42490,4,4
1879,4,4
4007,1,1
75887,4,4
60081,4,4
62578,0,4
21908,2,4
115348,29,4
88100,20,4
2742,4,4
99411,30,4
10049,5,4
95541,28,4
104880,15,4
94706,30,4
99033,13,1
114241,7,4
81329,13,4
71391,5,4
74529,20,4
96374,7,4
107255,11,1
68662,10,4
64804,9,4
34135,4,4
8479,2,4
29618,26,4
2996,1,1
9801,4,4
71415,13,4
60228,4,4
97227,4,4
69237,27,1
56740,4,4
62902,1,1
70317,12,4
94029,4,4
84143,1,1
20741,14,4
3395,1,1
37012,9,4
29037,6,4
121487,30,4
123608,23,4
56641,4,4
88338,4,4
111181,23,4
106860,6,4
100172,10,4
34960,4,4
40340,5,4
70614,16,4
35943,7,4
86553,4,4
21197,4,4
80657,1,4
58646,22,4
78297,9,1
102301,1,1
45931,5,4
105658,24,4
85459,27,4
33607,1,4
103628,7,4
31762,12,4
110726,3,4
117566,11,4
7768,13,4
49315,1,1
103989,25,4
16404,6,4
118958,9,4
95004,8,4
95715,11,25
81128,0,4
42441,26,4
61511,4,4
109656,4,4
3584,4,4
91554,30,4
62359,4,4
58340,10,4
21884,20,1
56362,17,4
76053,27,1
25980,20,4
96361,4,4
68229,6,1
14186,25,4
29807,1,1
95439,8,1
58970,10,4
102885,1,4
107834,4,4
45035,4,4
38572,1,1
30200,4,4
6059,1,1
27721,4,4
65905,0,4
79898,10,4
115824,0,4
29649,4,4
73810,24,4
21103,2,4
144,2,4
93111,11,4
113482,7,4
108733,4,4
58768,13,4
82827,4,4
99776,25,4
104018,15,4
60111,25,4
76938,6,4
110024,19,4
97200,8,4
107354,12,4
2367,1,1
13779,4,4
6151,4,4
95536,12,4
86531,0,4
21371,2,4
112225,25,4
63631,4,4
17090,22,4
10053,25,25
21437,0,4
50056,26,4
8773,9,4
79657,10,4
43716,5,4
18539,4,4
114013,5,4
98982,24,4
15825,4,4
24080,4,4
119429,8,4
39485,4,4
45069,6,4
11293,13,4
71582,4,4
3570,1,1
62557,4,4
3473,4,4
107650,12,4
3522,1,4
84180,4,4
63407,16,4
45719,4,4
26846,26,4
30272,20,1
102541,28,4
50196,20,4
48184,9,9
44418,4,4
69279,4,4
48618,4,4
50080,20,4
63216,16,4
53588,19,4
124673,4,4
116820,30,4
49090,27,4
8970,1,1
108881,10,4
43068,15,4
6936,4,4
71414,0,4
84115,1,1
74117,13,4
18838,4,4
88882,29,4
52126,21,4
49333,25,25
12275,4,4
78795,0,4
22058,2,4
28771,4,4
85763,7,4
80204,23,4
85628,8,4
38978,21,4
93372,25,4
83419,1,4
113024,4,4
65730,23,4
113192,28,4
8686,1,1
19660,25,4
32108,25,4
47439,4,4
47268,4,4
18828,2,4
63579,26,4
82149,26,4
30812,4,4
115421,11,4
64883,16,4
61283,4,4
118511,25,25
77121,4,4
2006,5,4
31638,4,4
47432,1,1
48467,25,4
72143,4,4
54773,21,1
111392,4,4
54768,1,4
95372,1,1
35642,1,1
72057,1,1
18598,4,4
41557,4,4
114335,7,4
116977,22,1
35054,4,4
47799,6,4
99346,25,4
39391,17,4
52007,0,4
19339,3,4
117976,1,1
48593,22,4
86032,26,4
67108,4,4
7878,4,4
11535,1,4
87279,4,4
8063,4,4
108958,4,4
35834,4,4
81639,1,4
106048,9,4
73113,5,4
120803,9,4
91001,16,4
81600,1,4
38040,1,4
4604,13,1
108153,20,4
121919,13,4
68330,0,4
96641,25,25
16183,4,4
6924,6,4
54286,21,1
68074,14,4
27811,4,4
65655,4,4
3690,4,4
77829,19,4
98255,25,4
13656,4,4
108600,25,4
107523,4,4
103380,9,4
60597,4,4
24141,4,4
15245,23,4
77133,1,4
43818,20,1
58834,1,1
108123,27,4
39747,4,4
118468,29,4
64083,4,4
79179,4,4
74151,23,4
50487,4,4
27480,4,4
7794,4,4
101879,30,4
89249,4,4
113680,4,4
73536,27,4
43867,4,4
57903,22,4
47166,4,4
22946,4,4
22006,4,4
42093,23,1
123545,20,4
1108,4,4
79075,26,4
50136,10,4
7108,16,4
90334,0,4
115380,28,4
29163,26,4
18490,4,4
13038,4,4
26217,4,4
37398,13,4
106050,8,1
73941,5,4
95100,11,4
15337,4,4
21486,6,4
54108,25,4
161,6,4
32452,22,4
31873,8,4
10026,7,4
67634,4,4
89556,13,4
80595,9,4
77663,6,4
80592,1,1
29368,4,4
31988,4,4
99179,29,4
83410,26,4
10489,4,4
62198,27,4
20677,4,4
77873,4,4
76578,9,4
6362,9,1
24803,4,4
17240,9,4
117293,7,4
6313,1,4
100954,4,4
59419,26,4
90708,30,1
61641,1,1
56877,11,4
115694,25,4
37114,6,4
60762,15,4
40749,5,4
89383,4,4
83664,4,4
115063,4,4
54179,21,4
14827,4,4
71489,21,1
12435,4,4
83862,13,4
72612,14,4
23025,7,4
88103,8,1
20796,7,4
75372,9,4
55335,1,1
56013,9,4
81142,4,4
85911,22,1
94070,30,1
12172,4,4
39831,4,4
64728,1,1
6219,10,1
54311,26,4
32993,20,4
56870,4,4
30843,24,4
26031,25,4
47706,4,4
111412,10,4
87890,4,4
33191,25,4
6666,1,1
45398,10,4
45882,4,4
57833,1,1
32159,1,1
86729,20,4
81284,5,4
98464,3,4
73639,4,4
53779,25,4
70630,7,1
115863,11,4
37754,14,4
45736,4,4
58300,23,4
96415,22,1
102041,3,4
3635,1,1
117198,28,4
69303,22,1
113576,11,4
25716,2,4
52144,4,4
84702,9,4
2579,4,4
124298,4,4
119399,11,4
110722,11,4
23028,2,4
40367,14,1
26717,4,4
32188,5,4
66316,26,4
35551,22,1
65686,25,4
26840,9,4
93774,1,1
118326,10,4
121838,10,4
117924,4,4
59578,4,4
55281,4,4
16606,25,4
48986,8,4
6322,4,4
89842,19,4
80177,4,4
67461,4,4
48684,4,4
49758,1,1
65009,19,4
34192,1,1
49074,4,4
39557,12,4
44668,4,4
52803,15,4
27988,20,4
9985,4,4
60680,4,4
32339,8,1
87223,4,4
62330,26,4
60446,14,4
91927,3,4
9774,16,4
33751,26,4
75958,25,4
120415,5,4
26459,13,4
23643,2,4
103635,20,4
86977,7,4
44709,5,4
53519,4,4
117163,25,4
40444,20,4
79645,1,1
83612,8,1
116002,16,4
56841,9,4
75636,8,4
12400,4,4
111716,9,4
67408,4,4
1463,4,4
85142,8,1
54474,27,4
57809,11,4
87355,11,4
5671,4,4
81817,5,4
9624,4,4
4988,17,4
32631,13,4
124631,19,4
32198,1,1
67705,4,4
36482,4,4
32633,1,1
23044,2,4
1441,1,1
34180,4,4
31997,1,1
75258,10,4
83478,9,4
76258,11,4
34491,22,1
20356,1,4
28881,1,4
43157,8,4
23632,4,4
93702,7,4
110705,7,4
16969,22,4
98362,25,4
49644,4,4
97598,8,4
107199,11,4
92865,29,4
29926,22,1
58181,26,4
36242,4,4
74480,4,4
85912,1,1
102090,4,4
91838,20,4
80498,25,4
32444,4,4
20902,3,4
71816,1,1
3587,6,1
62152,4,4
48399,23,4
87162,1,1
79592,4,4
2731,8,4
4230,7,4
71768,4,4
117529,23,4
124503,13,4
97089,28,4
99967,24,4
79585,5,1
108648,25,4
97826,11,4
96542,19,4
52548,9,4
62838,3,4
32809,4,4
46631,25,4
55226,0,4
39085,3,4
29298,21,4
19716,4,4
85788,21,4
91711,4,4
16443,4,4
110509,24,4
107862,28,4
55539,23,4
119540,4,4
28326,4,4
13361,1,1
41491,4,4
6702,1,1
101905,3,4
70329,1,1
121748,7,4
68016,29,4
90792,4,4
1714,6,1
92151,4,4
43711,24,4
97433,9,4
99314,9,4
108013,7,4
75492,4,4
5467,4,4
104080,4,4
36508,4,4
123265,10,4
122287,30,4
74751,26,4
37042,4,4
15304,18,4
46735,4,4
101961,7,4
123442,25,4
42295,4,4
119850,23,4
81020,4,4
101417,4,4
6093,11,4
25889,6,4
1343,3,4
44468,21,1
82700,14,4
95857,15,4
25997,7,4
82261,6,4
11733,8,4
84410,4,4
98168,12,4
61298,17,1
110720,30,4
118582,4,4
13577,4,4
2547,4,4
88729,0,4
110869,24,4
16949,25,4
78457,4,4
48976,7,4
52517,4,4
63341,14,4
114315,16,4
49721,7,4
28097,4,4
78241,1,1
26443,25,4
113298,30,4
33648,4,4
45709,4,4
23692,4,4
78866,25,4
25643,6,4
61796,4,4
20993,17,1
84569,1,1
52631,6,4
37779,1,4
101626,7,4
75685,4,4
87661,3,4
108898,23,4
100935,15,4
17018,18,4
26621,26,4
10405,4,4
104287,1,4
24676,4,4
92061,15,4
47450,0,4
31326,17,4
68782,11,4
90953,23,4
26694,6,4
83603,5,4
68443,21,4
60292,25,1
80008,27,4
47464,8,4
94050,20,4
67014,19,4
89130,8,4
76880,8,4
71182,13,4
8229,4,1
92820,15,4
86015,8,1
31451,8,4
43986,25,4
105298,3,4
101355,25,4
24893,12,4
1143,6,4
46198,4,4
62616,0,4
42764,26,4
116793,1,4
42856,8,4
107167,4,4
18588,24,4
100682,29,4
71671,4,4
85710,25,4
79147,4,4
27750,1,1
32475,4,4
85949,4,4
56054,4,4
34991,1,1
81528,9,4
64528,1,1
3517,1,1
85660,6,4
97667,20,4
55410,17,4
3299,4,4
69488,4,4
78390,5,4
63481,6,1
31768,26,1
73587,5,4
91974,11,4
41937,4,4
122408,10,10
9235,7,4
43144,4,4
115070,19,4
39106,20,1
10218,4,4
28286,7,1
70876,6,4
13563,4,4
79945,4,4
27753,4,4
50043,1,4
108160,25,4
77378,8,1
57192,6,1
78168,4,4
49413,1,1
115264,4,4
114380,24,4
43621,24,4
120209,15,4
71734,22,1
114633,12,4
37922,4,4
59933,4,4
48126,10,4
78801,25,4
67999,4,4
123499,7,1
61911,4,4
55524,4,4
110916,4,4
41570,12,4
114923,16,4
79861,1,1
28717,7,4
97271,13,4
41608,11,4
73022,7,4
44892,4,4
90756,25,4
30647,4,4
65706,20,4
71258,10,4
105321,23,4
62133,8,4
121366,25,4
102070,4,4
16210,18,4
83246,5,4
69913,23,4
47991,11,4
38376,4,4
75585,5,4
26839,18,4
56311,1,4
16391,4,4
80283,14,4
9101,22,4
43806,4,4
106795,20,4
58223,7,1
90881,0,4
113407,11,4
119647,25,4
101492,28,4
85652,1,4
66218,7,4
12584,25,4
73151,10,4
103130,1,4
11257,1,4
27971,8,4
27078,4,4
74262,20,1
112772,25,4
85393,4,4
82682,13,4
45071,5,1
18844,4,4
41068,9,4
61361,3,4
46605,21,1
12789,4,4
32565,4,4
23213,4,4
12482,1,4
62264,4,4
27850,26,4
19527,20,4
47714,4,4
120747,1,4
621,4,4
24506,4,4
6194,20,4
29753,15,4
53936,4,4
84838,0,4
40559,4,4
33674,22,4
65163,4,4
98792,13,1
121000,29,4
80216,4,4
105413,22,1
7600,4,4
17164,11,4
122008,16,1
64257,26,4
104380,8,4
105205,30,4
89717,28,4
55440,20,1
64431,0,4
112207,27,4
52570,1,1
122311,23,4
55213,4,4
22296,1,4
52015,4,4
68561,4,4
79502,1,1
49077,5,4
87485,1,1
110649,0,4
28815,3,4
78013,4,4
32722,4,4
56421,3,4
24445,3,4
13995,2,4
115732,28,4
1923,4,4
23879,4,4
80917,26,4
107382,25,4
53398,6,4
62312,4,4
86469,10,4
110791,10,1
49234,1,1
17411,23,4
89090,16,1
16305,4,4
44065,8,1
89415,9,4
34751,8,4
58379,23,4
40590,5,1
58375,4,4
31123,26,4
56789,4,4
72482,19,4
124899,1,1
109930,25,4
58109,26,4
94087,7,4
10838,7,4
110473,11,4
72376,3,4
119023,8,4
111922,25,4
94762,4,4
5134,10,4
48965,4,4
89421,19,4
31539,13,4
11643,4,4
13083,4,4
95772,25,4
67193,24,4
75482,4,4
88575,29,1
15138,13,4
8619,23,4
101801,30,4
100094,25,4
95039,19,4
124477,3,4
6046,1,1
85719,7,1
24157,21,1
119592,30,4
11791,4,4
103452,25,4
75682,4,4
112100,0,4
80424,13,4
88763,28,4
56405,1,4
17364,1,1
2129,11,4
91413,19,4
41884,8,1
98004,4,4
39962,20,4
87660,6,4
102637,6,4
62795,25,4
45914,8,4
84362,4,4
40815,5,4
83366,4,4
28674,4,4
26821,4,4
66632,4,4
41127,0,4
109699,9,1
14098,4,4
73270,16,4
109113,13,4
948,1,1
18928,2,4
19447,4,4
93999,28,4
79219,22,1
9945,4,4
97160,15,4
39668,4,4
4751,4,4
48711,26,4
112731,25,4
3319,1,1
82342,8,1
106432,28,4
37373,4,4
24775,4,4
48309,16,4
9600,0,4
13684,0,4
6578,1,1
20748,12,4
77927,6,4
99709,29,4
69250,4,4
18437,1,1
50735,11,4
4040,4,4
53376,26,4
73317,14,4
20370,1,1
96644,20,4
26566,8,4
91204,1,4
35637,9,4
45867,4,4
120088,22,1
43521,4,4
112380,6,1
28661,17,4
110347,1,1
3565,4,4
40049,4,4
68032,22,4
74685,1,1
62354,27,4
5314,1,1
94787,3,4
41797,21,1
47961,8,4
120230,25,25
35134,4,4
81247,6,1
37022,1,1
120428,25,4
29102,4,4
103690,11,4
68343,4,4
5705,9,1
73070,4,4
19775,4,4
61172,14,4
36905,1,4
67739,16,4
26882,4,4
105261,22,4
20206,4,4
52860,4,4
124975,3,4
17289,2,4
68471,4,4
8409,6,4
13804,4,4
85402,4,4
98341,23,4
35957,23,4
92709,11,4
23420,4,4
93941,25,4
116662,11,4
106446,28,4
2136,4,4
75860,1,1
70319,8,4
88032,12,4
88411,25,4
25918,4,4
112143,1,4
46513,1,4
78732,20,1
17555,4,4
32673,4,4
5145,4,4
39741,7,4
10824,4,4
11118,8,4
28938,4,4
26647,18,4
46817,4,4
24095,2,4
55834,4,4
41696,4,4
25508,2,4
61222,4,4
40040,3,25
49751,1,4
102825,28,4
31744,6,4
23355,4,4
77212,30,1
102343,8,1
19007,1,1
91591,19,4
116668,13,4
65797,1,1
67682,4,4
33671,4,4
72389,4,4
96977,29,4
99367,13,4
50367,21,1
34418,1,1
24052,4,4
117090,28,4
24035,2,4
73337,19,4
84053,15,4
16540,11,4
14044,1,4
121109,9,4
74902,4,4
65051,14,4
106123,25,4
49435,1,1
21273,1,1
36733,1,4
86930,7,4
12972,4,4
31062,27,4
73625,6,4
59374,4,4
63072,23,4
120327,23,4
112468,1,1
27469,23,4
24186,11,4
77444,25,4
33225,10,4
4287,4,4
57646,14,4
80783,4,4
105223,29,4
90326,1,4
65505,19,4
115370,12,4
100576,11,4
93638,9,4
54903,4,4
11307,6,4
79869,4,4
76565,1,1
100208,4,4
91105,25,4
9645,4,4
121463,6,4
49078,4,4
28237,4,4
63377,4,4
37360,1,4
69408,11,4
68430,11,4
36987,11,4
103249,4,4
116692,9,4
63065,24,24
39910,5,4
82808,4,4
72820,4,4
116604,5,4
60260,4,4
73139,10,4
109853,25,25
55933,8,1
35760,26,4
18664,1,1
12642,20,20
24697,4,4
120633,20,4
51669,24,1
25291,4,4
50965,4,4
72732,0,4
28017,1,4
95643,1,4
35479,1,1
54190,26,4
32184,25,4
51668,4,4
31144,4,4
93958,25,4
4058,1,1
49784,23,4
42978,4,4
5864,8,1
91946,24,4
90993,1,4
75296,8,4
27923,4,4
122954,23,4
36732,22,4
55886,26,4
69009,1,1
115448,24,1
11547,22,4
1549,4,4
57452,23,4
55288,4,4
93600,20,4
8183,0,4
88140,11,4
82498,0,4
88806,13,4
42419,1,1
97875,0,4
92654,25,4
49419,1,1
98803,4,4
119601,23,4
83223,10,4
124563,11,4
17213,4,4
25687,1,1
87348,4,4
78495,15,4
93210,10,4
101137,0,4
92572,4,4
13535,13,4
44913,20,1
68091,24,1
87664,23,4
62833,4,4
96065,4,4
23288,4,4
66595,15,15
21589,4,4
2324,4,4
111319,17,4
24348,9,4
41678,3,4
74511,7,4
85531,14,4
38530,23,4
2201,4,4
119405,30,4
100530,16,4
75102,1,1
89809,20,4
58772,20,4
12346,4,4
44061,6,4
476,1,1
58273,4,4
40625,1,1
50114,1,4
9602,4,4
56576,1,1
7340,4,4
81505,1,1
35119,26,4
96660,19,4
9900,1,1
20352,26,4
62769,15,4
77412,4,4
23971,9,4
14086,20,4
90372,25,4
120835,25,4
27021,4,4
52568,1,1
27972,4,4
56737,4,4
1764,1,4
112802,20,4
72985,5,1
12622,13,4
9842,10,4
52111,26,4
93266,4,4
43149,4,4
79007,1,1
32215,4,4
47797,4,4
112129,11,4
43907,12,4
59953,1,1
42570,12,4
13371,4,4
78360,1,4
77289,7,4
35373,26,4
33255,20,1
101410,30,1
48252,25,4
118778,5,4
101903,11,4
69186,1,1
8551,1,1
47230,15,4
86926,20,4
121143,25,4
73178,4,4
63267,26,4
12739,8,4
79081,25,4
33068,8,4
124524,25,25
12440,4,4
62611,14,4
46958,20,20
9093,4,4
76172,4,4
457,8,4
55622,25,4
22048,4,4
110341,3,4
119344,5,4
105191,8,4
30811,1,1
51608,26,4
52013,10,4
36835,9,4
25770,4,4
36100,4,4
71790,1,4
112517,28,4
116019,3,4
32134,0,4
49445,26,4
14051,7,4
23657,25,4
44152,4,4
75099,4,4
121373,16,4
120409,12,4
51680,24,4
37601,9,4
1390,2,4
79728,15,4
46395,4,4
32166,0,4
74502,15,4
44376,10,4
119659,25,25
57543,13,4
119238,15,4
81005,5,4
90931,24,4
72814,25,4
96331,0,4
74351,6,1
62436,22,4
27985,26,4
5359,10,4
57484,10,4
88334,3,4
5711,4,4
63809,14,4
94798,23,4
115086,22,4
9462,20,1
25894,3,4
18843,4,4
16426,25,4
102357,25,4
74810,17,4
17599,20,4
108335,1,4
39262,4,4
86179,25,4
122535,13,4
9548,4,4
92807,9,4
36885,4,4
42947,0,4
71084,16,4
72456,21,4
23451,4,4
34089,17,4
62967,4,4
101340,28,4
91437,1,1
112825,13,1
85440,25,4
118279,11,4
23745,2,4
87650,30,4
142,5,4
13600,4,4
101149,28,4
34251,4,4
116263,15,4
20921,9,4
9249,1,1
4608,4,4
52303,1,4
53299,4,4
23526,3,4
57488,9,4
32220,12,4
81836,13,4
85976,20,4
11124,2,4
15153,8,4
45651,4,4
117617,13,4
61605,1,1
54949,10,4
70225,19,4
33806,4,4
99049,3,25
97960,7,4
29071,21,4
46338,4,4
47527,4,4
58011,24,4
112738,25,4
101236,11,4
39421,26,4
3461,4,4
5581,6,4
122903,18,4
4738,4,4
80476,22,4
21396,1,1
97650,25,4
38070,26,4
25149,6,4
79412,4,4
21701,9,4
39227,26,4
32754,1,1
26136,22,1
70287,4,4
118742,11,4
47021,11,4
